experience_level,employment_type,job_title,salary_in_usd,company_location,company_size
Senior-Level,Full-Time,Data Analyst,78000,US,Medium
Senior-Level,Full-Time,Business Intelligence Engineer,156400,US,Medium
Senior-Level,Full-Time,Data Scientist,151000,US,Medium
Mid-Level,Full-Time,Data Engineer,150000,US,Medium
Senior-Level,Full-Time,Data Scientist,110000,US,Medium
Senior-Level,Full-Time,Data Engineer,123000,US,Medium
Mid-Level,Full-Time,Data Analyst,143000,US,Medium
Mid-Level,Full-Time,Data Scientist,70000,US,Medium
Senior-Level,Full-Time,Data Engineer,75000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,119700,US,Medium
Senior-Level,Full-Time,Data Engineer,146000,US,Medium
Mid-Level,Full-Time,Data Analyst,115950,US,Medium
Senior-Level,Full-Time,Data Scientist,160000,US,Medium
Senior-Level,Full-Time,Data Scientist,222750,US,Medium
Mid-Level,Full-Time,Data Analyst,150000,US,Medium
Senior-Level,Full-Time,Data Scientist,212000,US,Medium
Senior-Level,Full-Time,Research Scientist,211900,US,Medium
Senior-Level,Full-Time,Business Intelligence Analyst,112000,CA,Medium
Mid-Level,Full-Time,Data Analyst,101000,US,Medium
Senior-Level,Full-Time,ML Engineer,365630,US,Medium
Senior-Level,Full-Time,Data Engineer,178000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,216800,US,Medium
Mid-Level,Full-Time,Data Analyst,100000,US,Medium
Entry-Level,Full-Time,Data Scientist,132200,GB,Medium
Mid-Level,Full-Time,Data Engineer,111000,US,Medium
Senior-Level,Full-Time,Data Analyst,55368,CF,Medium
Senior-Level,Full-Time,Data Scientist,148800,US,Medium
Senior-Level,Full-Time,Data Scientist,104650,US,Medium
Senior-Level,Full-Time,Data Analyst,230000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,140100,US,Medium
Senior-Level,Full-Time,Data Engineer,166000,US,Medium
Mid-Level,Full-Time,Data Architect,100000,US,Medium
Mid-Level,Full-Time,Data Analyst,130000,US,Medium
Senior-Level,Full-Time,Research Scientist,250000,US,Medium
Entry-Level,Full-Time,ML Engineer,130000,US,Medium
Mid-Level,Full-Time,Data Analyst,15680,PH,Large
Senior-Level,Full-Time,Machine Learning Engineer,234500,US,Medium
Senior-Level,Full-Time,Data Scientist,170500,CA,Medium
Senior-Level,Full-Time,Data Scientist,207900,US,Medium
Mid-Level,Full-Time,Data Analyst,59500,US,Medium
Senior-Level,Full-Time,Data Engineer,160000,US,Medium
Senior-Level,Full-Time,Principal Data Analyst,170000,US,Medium
Senior-Level,Full-Time,Data Engineer,82900,IN,Medium
Entry-Level,Full-Time,Data Scientist,156450,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,177100,US,Medium
Executive-Level,Full-Time,Data Scientist,125000,US,Medium
Senior-Level,Full-Time,Data Analyst,135000,US,Medium
Senior-Level,Full-Time,Research Scientist,145900,US,Medium
Mid-Level,Full-Time,Data Engineer,179000,US,Medium
Senior-Level,Full-Time,Data Engineer,170000,US,Medium
Mid-Level,Full-Time,Data Scientist,111600,US,Large
Senior-Level,Full-Time,Data Scientist,145000,US,Medium
Senior-Level,Full-Time,Data Scientist,180000,US,Large
Senior-Level,Full-Time,Research Scientist,127300,US,Large
Senior-Level,Full-Time,Data Scientist,141525,US,Medium
Senior-Level,Full-Time,Data Scientist,164000,US,Medium
Senior-Level,Full-Time,Data Scientist,257000,US,Medium
Senior-Level,Full-Time,Data Engineer,122000,US,Medium
Senior-Level,Full-Time,Data Scientist,297000,US,Medium
Senior-Level,Full-Time,Data Scientist,155000,US,Medium
Senior-Level,Full-Time,Data Analyst,55000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,200000,US,Medium
Senior-Level,Full-Time,Data Analyst,187000,US,Medium
Mid-Level,Full-Time,Business Intelligence,100000,US,Medium
Senior-Level,Full-Time,Research Engineer,235680,US,Medium
Senior-Level,Full-Time,Data Scientist,192000,US,Medium
Senior-Level,Full-Time,Data Architect,175564,US,Medium
Executive-Level,Full-Time,Analytics Engineer,170000,US,Medium
Senior-Level,Full-Time,Data Scientist,130000,US,Medium
Senior-Level,Full-Time,Data Analyst,169000,US,Medium
Senior-Level,Full-Time,Data Architect,299792,US,Medium
Entry-Level,Full-Time,Data Scientist,70000,US,Medium
Senior-Level,Full-Time,Applied Scientist,133500,US,Medium
Entry-Level,Full-Time,Research Analyst,116000,US,Medium
Entry-Level,Full-Time,Data Analyst,74300,US,Medium
Senior-Level,Full-Time,Data Architect,250000,US,Medium
Mid-Level,Full-Time,Data Engineer,115000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,129300,US,Medium
Executive-Level,Full-Time,Data Engineer,167500,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,197400,US,Medium
Senior-Level,Full-Time,Data Strategist,125000,US,Medium
Mid-Level,Full-Time,Data Analyst,134400,US,Medium
Senior-Level,Full-Time,Data Analyst,130000,US,Medium
Senior-Level,Full-Time,Analytics Engineer,150000,US,Medium
Senior-Level,Full-Time,Data Engineer,160000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,66000,US,Medium
Mid-Level,Full-Time,Business Intelligence Analyst,125000,US,Medium
Senior-Level,Full-Time,Data Scientist,185900,US,Medium
Senior-Level,Full-Time,Data Scientist,220000,US,Medium
Senior-Level,Full-Time,Data Engineer,120000,US,Medium
Mid-Level,Full-Time,Data Analyst,150000,US,Medium
Senior-Level,Full-Time,Data Scientist,210000,US,Medium
Entry-Level,Full-Time,Data Science,72222,DE,Medium
Senior-Level,Full-Time,Data Engineer,188000,US,Medium
Senior-Level,Full-Time,Research Scientist,145900,US,Medium
Senior-Level,Full-Time,Data Architect,113900,US,Medium
Senior-Level,Full-Time,Data Engineer,80000,US,Medium
Senior-Level,Full-Time,Data Modeler,258700,US,Medium
Mid-Level,Full-Time,Data Analyst,36000,US,Medium
Senior-Level,Full-Time,Data Engineer,160000,US,Medium
Mid-Level,Full-Time,Data Analyst,135000,US,Medium
Mid-Level,Full-Time,Research Scientist,100400,US,Large
Mid-Level,Full-Time,Data Engineer,130000,US,Medium
Senior-Level,Full-Time,Applied Scientist,192000,US,Medium
Senior-Level,Full-Time,Data Engineer,160395,US,Medium
Senior-Level,Full-Time,Applied Scientist,136000,US,Large
Senior-Level,Full-Time,Data Architect,165000,US,Medium
Mid-Level,Full-Time,Data Engineer,154000,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,125000,US,Medium
Mid-Level,Full-Time,Data Engineer,133000,US,Medium
Senior-Level,Full-Time,Data Scientist,145000,US,Medium
Senior-Level,Full-Time,AI Architect,330000,US,Medium
Senior-Level,Full-Time,AI Engineer,106200,US,Medium
Senior-Level,Full-Time,Analytics Engineer,153018,US,Medium
Senior-Level,Full-Time,Data Engineer,178500,US,Medium
Senior-Level,Full-Time,Data Engineer,194000,US,Medium
Senior-Level,Full-Time,Data Analyst,240500,US,Medium
Senior-Level,Full-Time,Data Analyst,110600,US,Medium
Senior-Level,Full-Time,Data Scientist,165000,US,Medium
Mid-Level,Full-Time,Data Engineer,120000,US,Medium
Senior-Level,Full-Time,Data Analyst,140000,US,Medium
Senior-Level,Full-Time,Research Scientist,248100,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,140358,DE,Medium
Senior-Level,Full-Time,Business Intelligence Engineer,170000,US,Medium
Senior-Level,Full-Time,Data Scientist,48585,ES,Medium
Senior-Level,Full-Time,AI Architect,197500,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,142200,US,Medium
Senior-Level,Full-Time,Data Science Consultant,122000,US,Medium
Senior-Level,Full-Time,ETL Developer,99500,US,Medium
Mid-Level,Full-Time,Business Intelligence,150000,US,Medium
Senior-Level,Full-Time,Data Engineer,133300,US,Medium
Senior-Level,Full-Time,Decision Scientist,204500,US,Medium
Senior-Level,Full-Time,Data Analyst,92280,GB,Medium
Senior-Level,Full-Time,Data Scientist,187000,US,Medium
Mid-Level,Full-Time,Data Scientist,162000,US,Medium
Senior-Level,Full-Time,Data Architect,190000,US,Medium
Senior-Level,Full-Time,Data Manager,125500,US,Medium
Senior-Level,Full-Time,Analytics Engineer,235400,US,Medium
Mid-Level,Full-Time,Data Engineer,100000,US,Medium
Senior-Level,Full-Time,Analytics Engineer,140000,CA,Medium
Senior-Level,Full-Time,Data Scientist,166000,CA,Medium
Senior-Level,Full-Time,Data Engineer,199000,US,Medium
Senior-Level,Full-Time,Data Engineer,120000,US,Medium
Senior-Level,Full-Time,Data Scientist,245000,US,Medium
Senior-Level,Full-Time,Data Scientist,245000,US,Medium
Mid-Level,Full-Time,AI Engineer,225000,US,Medium
Senior-Level,Full-Time,Data Engineer,133800,US,Medium
Senior-Level,Full-Time,Analytics Engineer,84000,US,Medium
Entry-Level,Full-Time,Data Analyst,75065,US,Medium
Senior-Level,Full-Time,Data Scientist,240000,US,Medium
Senior-Level,Full-Time,Data Architect,170000,US,Medium
Senior-Level,Full-Time,Data Scientist,295490,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,135000,US,Medium
Entry-Level,Full-Time,Data Analyst,153000,US,Medium
Senior-Level,Full-Time,Data Scientist,370000,US,Medium
Senior-Level,Full-Time,Data Operations Engineer,240000,US,Medium
Mid-Level,Full-Time,Data Engineer,130000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,137500,US,Medium
Executive-Level,Full-Time,Head of Data,172200,US,Medium
Mid-Level,Full-Time,Data Engineer,120000,US,Medium
Mid-Level,Full-Time,Data Analyst,135000,US,Medium
Senior-Level,Full-Time,Data Architect,90000,US,Medium
Entry-Level,Full-Time,Data Analyst,75000,US,Medium
Mid-Level,Full-Time,Data Science Practitioner,68400,US,Medium
Senior-Level,Full-Time,Data Scientist,159000,US,Large
Senior-Level,Full-Time,Data Scientist,98506,GB,Medium
Senior-Level,Full-Time,BI Developer,167500,US,Medium
Senior-Level,Full-Time,Data Architect,180000,US,Medium
Entry-Level,Full-Time,Data Analyst,41419,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,176000,US,Medium
Senior-Level,Full-Time,Data Analyst,153600,US,Medium
Mid-Level,Full-Time,Data Engineer,158000,US,Medium
Senior-Level,Full-Time,Computer Vision Engineer,210000,US,Medium
Senior-Level,Full-Time,Data Science,162000,US,Medium
Mid-Level,Full-Time,Data Analyst,110000,US,Medium
Senior-Level,Full-Time,Research Scientist,163200,US,Medium
Senior-Level,Full-Time,Data Engineer,100000,US,Medium
Mid-Level,Full-Time,Data Scientist,166000,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,92280,GB,Medium
Senior-Level,Full-Time,Data Manager,130000,US,Medium
Senior-Level,Full-Time,Data Engineer,180000,US,Medium
Entry-Level,Full-Time,Data Engineer,187000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,191400,US,Medium
Senior-Level,Full-Time,Decision Scientist,204500,US,Medium
Senior-Level,Full-Time,Analytics Engineer,82920,US,Medium
Senior-Level,Full-Time,Business Intelligence Analyst,198200,US,Medium
Senior-Level,Full-Time,Applied Scientist,260000,US,Large
Mid-Level,Full-Time,Applied Scientist,222200,US,Large
Senior-Level,Full-Time,Research Engineer,196000,US,Medium
Senior-Level,Full-Time,Data Operations Specialist,55720,US,Medium
Senior-Level,Full-Time,Data Engineer,135000,US,Medium
Senior-Level,Full-Time,Data Engineer,275300,US,Medium
Senior-Level,Full-Time,Data Scientist,121000,US,Medium
Senior-Level,Full-Time,Data Analyst,105000,US,Medium
Senior-Level,Full-Time,Data Analyst,127000,US,Medium
Senior-Level,Full-Time,Data Scientist,135000,US,Medium
Senior-Level,Full-Time,Data Scientist,171000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,276000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,258800,US,Medium
Executive-Level,Full-Time,Data Science,204000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,204500,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,204500,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,204600,US,Medium
Mid-Level,Full-Time,Data Scientist,85000,US,Medium
Mid-Level,Full-Time,Data Analyst,84000,US,Medium
Senior-Level,Full-Time,Data Scientist,37824,ES,Medium
Senior-Level,Full-Time,ML Engineer,160000,US,Medium
Mid-Level,Full-Time,Data Engineer,169000,US,Medium
Entry-Level,Full-Time,Data Engineer,160000,US,Medium
Senior-Level,Full-Time,Research Scientist,205500,US,Medium
Senior-Level,Full-Time,Data Quality Engineer,121400,US,Medium
Mid-Level,Full-Time,Research Scientist,125000,US,Medium
Senior-Level,Full-Time,Data Scientist,190000,US,Medium
Senior-Level,Full-Time,Data Scientist,214872,US,Medium
Senior-Level,Full-Time,Data Engineer,140000,US,Medium
Senior-Level,Full-Time,Data Manager,140000,US,Medium
Mid-Level,Full-Time,Data Scientist,110000,US,Medium
Mid-Level,Full-Time,Data Analyst,95000,US,Medium
Senior-Level,Full-Time,Analytics Engineer,96700,US,Medium
Mid-Level,Full-Time,Data Engineer,162000,US,Medium
Senior-Level,Full-Time,Data Scientist,93300,US,Medium
Senior-Level,Full-Time,Data Analyst,155000,US,Medium
Mid-Level,Full-Time,AI Engineer,73100,US,Medium
Senior-Level,Full-Time,Data Engineer,130100,US,Medium
Entry-Level,Full-Time,Data Analyst,47985,US,Medium
Senior-Level,Full-Time,Data Engineer,215000,US,Medium
Senior-Level,Full-Time,Data Scientist,198200,US,Medium
Entry-Level,Full-Time,Data Analyst,64000,US,Medium
Senior-Level,Full-Time,Analytics Engineer,209000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,122700,US,Medium
Senior-Level,Full-Time,Data Scientist,122700,US,Medium
Mid-Level,Full-Time,Data Scientist,97171,IE,Medium
Senior-Level,Full-Time,Data Engineer,163800,US,Medium
Entry-Level,Full-Time,Data Analyst,55000,US,Medium
Senior-Level,Full-Time,Analytics Engineer,92000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,79032,LT,Medium
Senior-Level,Full-Time,Data Scientist,125000,US,Medium
Senior-Level,Full-Time,Applied Scientist,209000,PL,Medium
Mid-Level,Full-Time,Applied Scientist,125000,US,Medium
Mid-Level,Full-Time,Data Engineer,110000,US,Medium
Mid-Level,Full-Time,Data Engineer,149600,US,Medium
Mid-Level,Full-Time,Data Analyst,61800,US,Medium
Executive-Level,Full-Time,Head of Data,230000,RU,Large
Senior-Level,Full-Time,Research Engineer,261500,US,Large
Senior-Level,Full-Time,Business Intelligence Analyst,110600,US,Medium
Senior-Level,Full-Time,Machine Learning Scientist,200000,US,Medium
Senior-Level,Full-Time,Data Scientist,234000,US,Medium
Senior-Level,Full-Time,Data Engineer,180000,US,Medium
Mid-Level,Full-Time,Data Analyst,102640,US,Medium
Senior-Level,Full-Time,Data Scientist,138000,US,Medium
Mid-Level,Full-Time,Data Engineer,132000,US,Medium
Entry-Level,Full-Time,Data Engineer,115000,US,Medium
Senior-Level,Full-Time,Data Engineer,205000,US,Medium
Mid-Level,Full-Time,Data Scientist,45760,US,Small
Executive-Level,Full-Time,Analytics Engineer,200000,US,Medium
Senior-Level,Full-Time,Data Engineer,205000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,216700,CA,Medium
Senior-Level,Full-Time,Data Scientist,191475,US,Medium
Senior-Level,Full-Time,Applied Machine Learning Scientist,108000,US,Large
Senior-Level,Full-Time,Data Engineer,252000,US,Medium
Senior-Level,Full-Time,Data Engineer,137500,US,Medium
Mid-Level,Full-Time,Data Engineer,123000,US,Medium
Senior-Level,Full-Time,Applied Scientist,196000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,226600,US,Medium
Senior-Level,Full-Time,Data Engineer,158620,US,Medium
Senior-Level,Full-Time,Data Engineer,68637,US,Medium
Senior-Level,Full-Time,Research Scientist,235000,US,Medium
Senior-Level,Full-Time,Data Analyst,125000,US,Medium
Mid-Level,Full-Time,Data Analyst,49216,GB,Medium
Senior-Level,Full-Time,Data Scientist,185000,US,Medium
Senior-Level,Full-Time,Data Scientist,81500,US,Medium
Mid-Level,Full-Time,Data Analyst,95000,US,Medium
Mid-Level,Contract,Data Analyst Lead,125000,NZ,Small
Mid-Level,Full-Time,Research Scientist,155000,US,Medium
Mid-Level,Full-Time,Data Engineer,66940,ES,Medium
Mid-Level,Full-Time,Data Engineer,190000,CA,Medium
Senior-Level,Full-Time,Data Scientist,167500,US,Medium
Mid-Level,Full-Time,Data Engineer,260000,US,Medium
Senior-Level,Full-Time,Data Science,86000,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,175000,US,Medium
Senior-Level,Full-Time,Data Engineer,128000,US,Medium
Senior-Level,Full-Time,Data Analyst,165000,US,Medium
Senior-Level,Full-Time,Business Intelligence Engineer,241300,US,Large
Mid-Level,Full-Time,Machine Learning Engineer,74000,JP,Small
Senior-Level,Full-Time,Data Scientist,155600,US,Medium
Senior-Level,Full-Time,Research Scientist,165000,US,Medium
Mid-Level,Full-Time,Data Analyst,70000,US,Medium
Senior-Level,Full-Time,Data Scientist,156000,US,Medium
Senior-Level,Full-Time,Data Engineer,170000,US,Medium
Mid-Level,Full-Time,Data Science Lead,134326,US,Medium
Senior-Level,Full-Time,Data Architect,193000,US,Medium
Senior-Level,Full-Time,Research Scientist,146000,US,Medium
Senior-Level,Full-Time,Data Scientist,186300,US,Medium
Senior-Level,Full-Time,Data Architect,115000,US,Medium
Senior-Level,Full-Time,Data Engineer,190100,US,Medium
Entry-Level,Full-Time,Insight Analyst,50000,US,Medium
Senior-Level,Full-Time,Data Modeler,147100,US,Medium
Senior-Level,Full-Time,Data Science,115000,US,Medium
Senior-Level,Full-Time,Data Architect,131300,US,Large
Senior-Level,Full-Time,Data Engineer,107600,US,Medium
Senior-Level,Full-Time,Data Scientist,210000,US,Medium
Senior-Level,Full-Time,Data Analyst,100000,US,Medium
Mid-Level,Full-Time,Data Manager,115500,US,Medium
Mid-Level,Full-Time,Machine Learning Operations Engineer,160000,US,Medium
Entry-Level,Full-Time,Data Analyst,106960,US,Medium
Senior-Level,Full-Time,Data Analyst,153900,US,Medium
Executive-Level,Full-Time,Head of Data,250000,US,Medium
Senior-Level,Full-Time,Data Analyst,115934,US,Medium
Senior-Level,Full-Time,Business Intelligence,100000,US,Medium
Senior-Level,Full-Time,Data Analyst,80000,US,Medium
Senior-Level,Full-Time,Data Engineer,269100,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,204000,US,Medium
Senior-Level,Full-Time,Applied Scientist,290000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,250000,US,Medium
Senior-Level,Full-Time,Data Architect,160000,US,Medium
Mid-Level,Full-Time,Data Analytics Manager,68637,US,Medium
Mid-Level,Full-Time,Data Scientist,166000,US,Medium
Senior-Level,Full-Time,Data Engineer,94000,US,Medium
Mid-Level,Full-Time,Business Intelligence Engineer,65000,US,Medium
Senior-Level,Full-Time,Data Engineer,130000,US,Medium
Senior-Level,Full-Time,Data Analyst,110000,US,Medium
Senior-Level,Full-Time,Data Scientist,154000,US,Medium
